UTDANNINGTYPEAHEAD,UTDANNING
Mas,Master+of+Science+medisinske+fag+to%C3%A5rig
Vid,Videreutdanning+for+radiografer+datateknikk+og+bildebehandling
Ste,Steinfaget+Vg2+og+Vg3+s%C3%A6rl%C3%B8p
Bac,Bachelor+nordomr%C3%A5destudier+tre%C3%A5rig
Can,Cand.philol.-utdanning+pedagogikk
Tek,Teknisk+fagskole+linje+for+oljeproduksjon
H%C3%B8y,H%C3%B8yere+avdeling+for+sivil%C3%B8konomer+%C3%B8konomisk+geografi
Mas,Master+of+Philosophy+atomic+nuclear+and+particle+physics
Ph.,Ph.d.-program+petroleumsteknologi+og+anvendt+geofysikk
B%C3%B8r,B%C3%B8rsemakerfaget+VK+III
Psy,Psykodrama+videreg%C3%A5ende+grunnutdanning
Idr,Idrettsfag+uspesifiserte+p%C3%A5bygging+til+videreg%C3%A5ende+utdanning
Sos,Sosialfag+uspesifiserte+h%C3%B8yere+niv%C3%A5
Dr.,Dr.polit.-utdanning+sosiologiske+fag
Dip,Diplommarkedsf%C3%B8rer+markedskommunikasjon
Fag,Fagskoleutdanning+regnskap+og+%C3%B8konomi+halv%C3%A5rig
Can,Cand.scient.-utdanning+botanikk
Fag,Fagl%C3%A6rerutdanning+i+transportfag
Sta,Statsvitenskapelige+fag+andre+uspesifiserte+p%C3%A5bygging+til+videreg%C3%A5ende+utdanning
Bac,Bachelor+tannteknikk+tre%C3%A5rig
Kun,Kunstfagkandidat+fotografi+hovedfag
H%C3%B8g,H%C3%B8gskolekandidat+ingeni%C3%B8rfag+elektro+mekaniske+og+maskinfag+to%C3%A5rig
Fin,Finmekaniske+fag+uspesifiserte+p%C3%A5bygging+til+videreg%C3%A5ende+utdanning
Bac,Bachelor+IT+og+logistikk+tre%C3%A5rig
Utd,Utdanning+i+pedagogikk+annen+uspesifisert+forskerutdanning
Lyd,Lydproduksjon+lavere+niv%C3%A5
Fag,Fagskoleutdanning+webutvikler+ett%C3%A5rig
Mas,Master+tilpasset+oppl%C3%A6ring+to%C3%A5rig
Heb,Hebraisk+lavere+niv%C3%A5
Mas,Master+lektorutdanning+historie+eller+religionsvitenskap+fem%C3%A5rig
Can,Cand.scient.-utdanning+ren+matematikk
Vid,Videreutdanning+for+ingeni%C3%B8rer+milj%C3%B8-+og+forurensningsstudier
Bac,Bachelor+skipsfart+og+logistikk+tre%C3%A5rig
Spo,Spon-+og+fiberplateproduksjon+VK+II
Can,Cand.polit.-utdanning+medievitenskap
Idr,Idrettsfag+uspesifiserte+lavere+niv%C3%A5
Org,Organisasjon+og+ledelse+to%C3%A5rig+videreutdanning+for+UH-kandidater
Br%C3%B8,Br%C3%B8nnfaget+havbunnsinstallasjoner+Vg3
Bac,Bachelor+risikoh%C3%A5ndtering+tre%C3%A5rig
Hov,Hovedfagskandidat+idrett%2Ffriluftsliv
Tre,Tre-+metall-+og+glassh%C3%A5ndverk+uspesifisert+lavere+niv%C3%A5
Bar,Barnesykdommer+spesialistutdanning+for+leger
H%C3%B8g,H%C3%B8gskolekandidat+kultur-+og+mediefag+to%C3%A5rig
Rel,Religionsutdanning+annen+uspesifisert+lavere+niv%C3%A5
Dr.,Dr.oecon.-utdanning+samfunns%C3%B8konomi
Fag,Fagskoleutdanning+mediedesign+ett%C3%A5rig
Ser,Service+og+samferdsel+Vg1+grunnkompetanse
Dip,Diplomstudium+tekstil+fire%C3%A5rig
For,Forvalterkurs+I+og+II+landbruksh%C3%B8gskole
Kir,Kiropraktor+uspesifisert+h%C3%B8yere+niv%C3%A5
Hov,Hovedfagskandidat+barnehagepedagogikk
N%C3%A6r,N%C3%A6ringsmiddelteknikerskole
Dr.,Dr.scient.-utdanning+statistikk
Vid,Videreutdanning+for+l%C3%A6rere+annen+uspesifisert+lavere+niv%C3%A5
Kri,Kristendom+og+annen+religionsutdanning+uspesifisert+p%C3%A5bygging+til+videreg%C3%A5ende+utdanning
Spr,Spr%C3%A5kvitenskapelig+utdanning+uspesifisert+lavere+niv%C3%A5
Bac,Bachelor+ingeni%C3%B8rfag+bioproduksjon+og+foredling+tre%C3%A5rig
Mas,Master+politikk+og+samfunnsendring+to%C3%A5rig
Can,Cand.scient.-utdanning+limnologi
Lit,Litteratur-+og+bibliotekutdanning+annen+uspesifisert+lavere+niv%C3%A5
Kon,Kontorfag+uspesifiserte+forskerutdanning
Bac,Bachelor+oversetting+og+fagspr%C3%A5k+engelsk+tre%C3%A5rig
Can,Cand.philol.-utdanning+religionsvitenskap
Fag,Fagskoleutdanning+regnskap+og+%C3%B8konomi+8+m%C3%A5neder
Ph.,Ph.d.-program+juridiske+fag
Sta,Statsvitenskapelige+fag+andre+uspesifiserte+forskerutdanning
Tek,Teknisk+fagskole+linje+for+energiteknikk
Yrk,Yrkesfagl%C3%A6rerutdanning+elektrofag+tre%C3%A5rig
Bac,Bachelor+arkiv+og+dokumentbehandling+tre%C3%A5rig
H%C3%A5r,H%C3%A5r-+og+skj%C3%B8nnhetspleie+uspesifisert+forskerutdanning
Fag,Fagskoleutdanning+helsefremmende+arbeid+i+oppvekstsektoren+ett%C3%A5rig
Fly,Flykomponentmekanikerfaget+VK+III
Fly,Flystrukturmekanikerfaget+Vg4
Sku,Skulptur+fire%C3%A5rig
Fab,Fabrikasjon+og+utvinning+andre+uspesifiserte+videreg%C3%A5ende+grunnutdanning
H%C3%B8g,H%C3%B8gskolekandidat+akvakultur+to%C3%A5rig
Mas,Master+diakoni+to%C3%A5rig
Tre,Tre-+metall-+og+glassh%C3%A5ndverk+uspesifisert+h%C3%B8yere+niv%C3%A5
Mas,Master+teknologi+byutvikling+og+urban+design+fem%C3%A5rig
Bac,Bachelor+komposisjon+fire%C3%A5rig
Ind,Industriell+overflatebehandling+Vg3
Mas,Master+cellebiologi+to%C3%A5rig
Mas,Master+samfunnsvitenskap+1+5-%C3%A5rig
Spe,Spesialpedagogikk+uspesifisert+p%C3%A5bygging+til+videreg%C3%A5ende+utdanning
Ph.,Ph.d.-program+samfunns%C3%B8konomi
Fag,Fagskoleutdanning+prosjektledelse+kultur+to%C3%A5rig
Far,Farmasi+uspesifisert+forskerutdanning
Dr.,Dr.scient.-utdanning+informatikk
Syk,Sykepleiel%C3%A6rerutdanning+to%C3%A5rig
Kli,Klima-+energi-+og+milj%C3%B8teknikk+Vg2
Bac,Bachelor+l%C3%A6ringspsykologi+med+vekt+p%C3%A5+atferdsanalyse+tre%C3%A5rig
Tre,Tre-+metall-+og+glassh%C3%A5ndverk+uspesifisert+p%C3%A5bygging+til+videreg%C3%A5ende+utdanning
Fys,Fysioterapi+uspesifisert+videreg%C3%A5ende+avsluttende+utdanning
Can,Cand.polit.-utdanning+media-+og+kommunikasjonsfag
Ph.,Ph.d.-program+sosialantropologi
Bac,Bachelor+retorikk+tre%C3%A5rig
Mas,Master+teknologi+fysikk+informatikk+og+matematikk+fem%C3%A5rig
Dr.,Dr.med.vet.-utdanning
Vid,Videreutdanning+for+helse-+og+sosialsektoren+livssyn+og+etikk
Fag,Fagskoleutdanning+helseadministrasjon+to%C3%A5rig
Nev,Nevrologi+spesialistutdanning+for+leger
Mas,Master+teknologi+materialteknologi+fem%C3%A5rig
Bal,Ballettpedagogutdanning+tre%C3%A5rig
Br%C3%B8,Br%C3%B8nnfaget+sementering+Vg3
Utd,Utdanning+i+elektrofag+mekaniske+fag+og+maskinfag+annen+uspesifisert+videreg%C3%A5ende+avsluttende+utdanning
Mas,Master+demokratibygging+1+5-%C3%A5rig
Bac,Bachelor+fornybar+energi+tre%C3%A5rig
L%C3%A6r,L%C3%A6rerutdanning+og+utdanning+i+pedagogikk+annen+uspesifisert+forskerutdanning
Can,Cand.agric.-utdanning+skogfag
Til,Tilleggsutdanning+i+naturvitenskapelige+fag
Can,Cand.real.-utdanning+fysikk
H%C3%B8g,H%C3%B8gskolekandidat+fagoversetter+fransk+tre%C3%A5rig
Vid,Videreutdanning+for+ingeni%C3%B8rer+markedsf%C3%B8ring
Can,Cand.scient.-utdanning+bioteknologi
Kun,Kunstfagkandidat+tegning+hovedfag
Fag,Fagskoleutdanning+motekonsulent+ett%C3%A5rig
Psy,Psykologi+uspesifisert+lavere+niv%C3%A5
Sos,Sosiologiske+fag+andre+uspesifiserte+h%C3%B8yere+niv%C3%A5
Can,Cand.agric.-utdanning+gr%C3%B8ntmilj%C3%B8+og+hagebruksvitenskap
H%C3%B8g,H%C3%B8gskolekandidat+hagebruk+og+%C3%B8konomi+tre%C3%A5rig
Ort,Ortopedisk+fott%C3%B8y+VK+I+og+VK+II+s%C3%A6rl%C3%B8p
Vid,Videreutdanning+for+helse-+og+sosialsektoren+sosialpolitikk
Can,Cand.philol.-utdanning+romansk+filologi
Mag,Mag.art.-utdanning+nordisk+arkeologi
Kun,Kunstfagkandidat+anvendt+farge+hovedfag
Mas,Master+of+Science+aquaculture+to%C3%A5rig
Mas,Master+informasjonssikkerhet+1+5-%C3%A5rig
Tel,Televerkets+videreutdanning+for+ansatte
Fag,Fagskoleutdanning+foto+halv%C3%A5rig
Mag,Mag.art.-utdanning+media+og+pressefag
Can,Cand.philol.-utdanning+drama%2Fteater
Mas,Master+teatervitenskap+to%C3%A5rig
Sos,Sosialantropologiske+fag+andre+uspesifiserte+h%C3%B8yere+niv%C3%A5
Mas,Master+of+Philosophy+international+community+health+to%C3%A5rig
Bac,Bachelor+filosofi+og+id̩historie+tre%C3%A5rig
Fag,Fagskoleutdanning+fotografi
H%C3%B8g,H%C3%B8gskolekandidat+billedvev+form+og+farge+to%C3%A5rig
For,Forskalingsfaget+VK+II
Mas,Master+development+geography+to%C3%A5rig
Tog,Togekspedit%C3%B8rutdanning
Rud,Rudolf+Steinerh%C3%B8gskolen+f%C3%B8rskolel%C3%A6rerutdanning+tre%C3%A5rig
Fly,Flymotormekanikerfaget+Vg4
Ph.,Ph.d.-program+norsk%2Fnordisk
Fre,Frelsesarmeens+offisersskole
Sik,Sikkerhet+andre+uspesifiserte+p%C3%A5bygging+til+videreg%C3%A5ende+utdanning
Mag,Mag.art.-utdanning+engelsk
Ort,Ortopediingeni%C3%B8r+tre%C3%A5rig
H%C3%B8g,H%C3%B8gskolekandidat+kirkefag+to%C3%A5rig
Fag,Fagskoleutdanning+regnskap+og+l%C3%B8nn+ett%C3%A5rig
Fag,Fagskoleutdanning+Arbeidslederskolen+halv%C3%A5rig
Jou,Journalistikk+uspesifisert+h%C3%B8yere+niv%C3%A5
Dr.,Dr.scient.-utdanning+matematikk
Veg,Vegtrafikkfag+uspesifiserte+p%C3%A5bygging+til+videreg%C3%A5ende+utdanning
Fol,Folkemusikk+to%C3%A5rig+grunnkurs
Utm,Utmarkstekniker+to%C3%A5rig
Fag,Fagskoleutdanning+bygg+og+treteknikk+to%C3%A5rig
Bac,Bachelor+byggeledelse+tre%C3%A5rig
Dr.,Dr.art.-utdanning+kulturfag
Mas,Master+of+Science+condensed+matter+physics+and+biophysics+to%C3%A5rig
Bac,Bachelor+strategi+og+PR+tre%C3%A5rig
Mas,Master+profesjonsetikk+og+diakoni+to%C3%A5rig
Mas,Master+teknologi+mekatronikk+to%C3%A5rig
Bac,Bachelor+matvitenskap+tre%C3%A5rig
Mas,Master+matematikk+og+statistikk+to%C3%A5rig
Mar,Markedsf%C3%B8ring+uspesifisert+forskerutdanning
Fag,Fagskoleutdanning+IT-drift+og+infrastruktur+halv%C3%A5rig
Tel,Telematikk+lavere+niv%C3%A5
Mas,Master+havbruk+og+sj%C3%B8mat+fem%C3%A5rig
Mas,Master+prosessteknologi+to%C3%A5rig
Can,Cand.philol.-utdanning+drama
Mas,Master+innovasjon+og+virksomhetsutvikling+1+5-%C3%A5rig
H%C3%B8g,H%C3%B8gskolekandidat+jus+og+ledelse+to%C3%A5rig
Mas,Master+of+Philosophy+special+needs+education
Kom,Komposittb%C3%A5tbyggerfaget+Vg3
Jer,Jernbanetrafikkfag+uspesifiserte+lavere+niv%C3%A5
Mas,Master+utdanningsledelse+to%C3%A5rig
Kir,Kiropraktor+uspesifisert+lavere+niv%C3%A5
Can,Cand.philol.+kristendomskunnskap
Kul,Kulturgeografi+lavere+niv%C3%A5
Mas,Master+teknologi+elektronisk+systemdesign+og+innovasjon+fem%C3%A5rig
Hov,Hovedfagskandidat+spesialpedagogikk
Hum,Humanistiske+og+estetiske+fag+andre+uspesifiserte+h%C3%B8yere+niv%C3%A5
Lan,Landbruk+og+gartnern%C3%A6ring+Vg2
Mas,Master+health+economics+policy+and+management+to%C3%A5rig
Tre,Trevare-+og+bygginnredningsfaget+Vg3
Mas,Master+r%C3%A5dgivning+to%C3%A5rig
Psy,Psykologiske+fag+andre+uspesifiserte+videreg%C3%A5ende+avsluttende+utdanning
Br%C3%B8,Br%C3%B8nnfaget+kveiler%C3%B8roperasjoner+Vg3
Mag,Mag.scient.-utdanning+naturvitenskapelige+og+tekniske+fag+uoppgitt+faggruppe
Kon,Kontorfag+uspesifiserte+p%C3%A5bygging+til+videreg%C3%A5ende+utdanning
Can,Cand.philol.-utdanning+lingvistikk
Bac,Bachelor+arabisk+tre%C3%A5rig
Mas,Master+tverrfaglige+kultur-+og+kj%C3%B8nnsstudier+to%C3%A5rig
H%C3%B8g,H%C3%B8gskolekandidat+dyrepleierutdanning+to%C3%A5rig
Fag,Fagskoleutdanning+reklame+og+markedskommunikasjon
Fis,Fiskeindustrifag+to%C3%A5rig+grunnkurs
Fag,Fagskoleutdanning+trafikkflyger+to%C3%A5rig
Sla,Slakterfaget+Vg3
Jor,Jordbruk+uspesifisert+videreg%C3%A5ende+avsluttende+utdanning
Can,Cand.scient.-utdanning+zoologi
His,Historieutdanning+uspesifisert+h%C3%B8yere+niv%C3%A5
Jor,Jordbruk+andre+uspesifiserte+p%C3%A5bygging+til+videreg%C3%A5ende+utdanning
Lok,Lokomotivf%C3%B8rerkurs
Mus,Musikk+utdanning+for+synshemmede+lavere+niv%C3%A5
Bac,Bachelor+teknologidesign+tre%C3%A5rig
Mas,Master+of+Philosophy+meteorology+to%C3%A5rig
Dr.,Dr.scient..-utdanning+geofag
Ph.,Ph.d.-program+matematikk
Ph.,Ph.d.-program+fysikk
Mas,Master+of+Science+logistics+to%C3%A5rig
Bac,Bachelor+innovasjon+og+prosjektledelse+tre%C3%A5rig
Dr.,Dr.art.-utdanning+historie
Can,Cand.san.-utdanning+helsefremmende+arbeid+og+helsepsykolgi
Mas,Master+teknologi+vann-+og+milj%C3%B8teknikk+fem%C3%A5rig
Zoo,Zoologi+og+kjemi+lavere+niv%C3%A5
Bac,Bachelor+landbruks%C3%B8konomi+og+n%C3%A6ringsutvikling+tre%C3%A5rig
Luf,Luftfartsfag+uspesifiserte+videreg%C3%A5ende+avsluttende+utdanning
Bac,Bachelor+visuelle+kunstfag+tre%C3%A5rig
N%C3%A6r,N%C3%A6ringsmiddelproduksjon+uspesifisert+h%C3%B8yere+niv%C3%A5
Vid,Videreutdanning+for+ingeni%C3%B8rer+kjemiske+fag
Mas,Master+teknologi+industriell+%C3%B8kologi+fem%C3%A5rig
Fag,Fagskoleutdanning+maskinteknisk+drift+to%C3%A5rig
Hei,Heismont%C3%B8rfaget+Vg3
Fab,Fabrikasjon+og+utvinning+andre+uspesifiserte+p%C3%A5bygging+til+videreg%C3%A5ende+utdanning
Led,Lederutdanning+for+styrere+i+barnehager+videreutdanning
Can,Cand.mag.-utdanning+interfakult%C3%A6r
Mas,Master+teknologi+elektronikkfag+kybernetikk+og+signalbehandling+to%C3%A5rig
Can,Cand.scient.-utdanning+astronomi
Mas,Master+lektorutdanning+for+trinn+8-13+spr%C3%A5kfag+fem%C3%A5rig
Kir,Kirkekunnskap+og+menighetsarbeid+p%C3%A5bygging
Fag,Fagskoleutdanning+l%C3%B8nnsmedarbeider+halv%C3%A5rig
Fag,Fagskoleutdanning+IT-%C3%B8konom+ett%C3%A5rig
S%C3%B8l,S%C3%B8lvsmedfaget+Vg3
Mas,Master+statistikk+to%C3%A5rig
Mas,Master+informasjonssikkerhet+to%C3%A5rig
Hel,Helse-+sosial-+og+idrettsfag+l%C3%A6rerutdanning+uspesifisert+forskerutdanning
Bac,Bachelor+fagl%C3%A6rerutdanning+ballettpedagog+tre%C3%A5rig
All,Allmenn-%2Fgrunnskolel%C3%A6rerutdanning+uspesifisert+p%C3%A5bygging+til+videreg%C3%A5ende+utdanning
Can,Cand.real.-utdanning+mikrobiologi
Dok,Dokumentasjonskunnskap++lavere+niv%C3%A5
Hje,Hjemmehjelputdanning+videreg%C3%A5ende+grunnutdanning
Fag,Fagskoleutdanning+juridisk+kontormedarbeider+halv%C3%A5rig
Mar,Maritime+navigasjonsfag+uspesifiserte+forskerutdanning
Veg,Vegtrafikkfag+uspesifiserte+forskerutdanning
Mas,Master+of+Science+nautikk+to%C3%A5rig
Sam,Samfunns%C3%B8konomiske+fag+andre+uspesifiserte+h%C3%B8yere+niv%C3%A5
H%C3%B8g,H%C3%B8gskolekandidat+bokbransjefag+to%C3%A5rig
Fag,Fagskoleutdanning+administrativ+koordinator+halv%C3%A5rig
Hum,Humanistiske+og+estetiske+fag+andre+uspesifiserte+p%C3%A5bygging+til+videreg%C3%A5ende+utdanning
Fag,Fagskoleutdanning+logistikkoordinator+ett%C3%A5rig
Ark,Arkeologi+uspesifisert+h%C3%B8yere+niv%C3%A5
Mas,Master+fjernsynsproduksjon+to%C3%A5rig
Can,Cand.musicae.-utdanning+ut%C3%B8vende+musikk
Rud,Rudolf+Steinerh%C3%B8gskolen+l%C3%A6rerutdanning+tre%C3%A5rig
Fag,Fagskoleutdanning+rehabilitering+1+5-%C3%A5rig
All,Allmenne+fag+andre+uspesifiserte+h%C3%B8yere+niv%C3%A5
Idr,Idrettsanleggsfaget+Vg3
%C3%98ko,%C3%98konomisk-administrative+fag+andre+uspesifiserte+p%C3%A5bygging+til+videreg%C3%A5ende+utdanning
Fag,Fagskoleutdanning+ern%C3%A6ring+i+barnehage+skole+og+SFO+halv%C3%A5rig
Fot,Fotofag+uspesifiserte+h%C3%B8yere+niv%C3%A5
Mag,Mag.art.-utdanning+germansk+filologi
Dr.,Dr.art.-utdanning+spr%C3%A5kvitenskapelige+fag
Asf,Asfaltfaget+Vg3
Vid,Videreutdanning+for+fysioterapeuter
Mas,Master+matematikk+to%C3%A5rig
Kat,Kateketseminar+ett%C3%A5rig
Rum,Rumensk+lavere+niv%C3%A5
Sam,Samfunnsfag+og+juridiske+fag+annet++(mer+enn+4+%C3%A5r)
Tak,Tak-+og+membrantekkerfaget+Vg3
Gar,Gartneri+og+hagebruk+andre+uspesifiserte+lavere+niv%C3%A5
Can,Cand.polit.-utdanning+historie
Dr.,Dr.polit.-utdanning+samfunnsvitenskapelige+fag
F%C3%B8r,F%C3%B8rskole-%2Fbarnehagel%C3%A6rerutdanning+annen+uspesifisert+forskerutdanning
Hov,Hovedfagskandidat+ern%C3%A6ring+helse+og+milj%C3%B8
Dri,Driftsteknisk+utdanning+videreg%C3%A5ende+avsluttende+utdanning
Vid,Videreutdanning+naturvitenskapelige+fag
Kun,Kunsthistorie+uspesifisert+p%C3%A5bygging+til+videreg%C3%A5ende+utdanning
N%C3%A6r,N%C3%A6ringsmiddelfag+for+fiskerisektoren+lavere+niv%C3%A5
Fag,Fagskoleutdanning+spesialpedagogikk
Fag,Fagskoleutdanning+skuespill
H%C3%B8g,H%C3%B8gskolekandidat+kundeorientering+og+relasjonsledelse+to%C3%A5rig
Bac,Bachelor+lysdesign+tre%C3%A5rig
Tan,Tannteknikk+uspesifisert+lavere+niv%C3%A5
Fag,Fagskoleutdanning+fotografi+to%C3%A5rig
Mag,Mag.art.-utdanning+filosofi
Dr.,Dr.theol.-utdanning+religionsfag
Mas,Master+teknologi+informatikk+fem%C3%A5rig
Bil,Bildende+kunst+og+kunsth%C3%A5ndverk+andre+uspesifisert+p%C3%A5bygging+til+videreg%C3%A5ende+utdanning
Dr.,Dr.ing.-utdanning+%C3%B8konomisk-administrative+fag
Mas,Master+design+studieretning+interi%C3%B8rarkitektur+og+m%C3%B8beldesign+to%C3%A5rig
Spr,Spr%C3%A5k+samfunnsfag+og+%C3%B8konomi+Vg2+grunnkompetanse
Hov,Hovedfagskandidat+tysk
Ph.,Ph.d.-program+samfunnsgeografi
Mas,Master+rehabilitering+to%C3%A5rig
Sta,Statistikk+uspesifisert+h%C3%B8yere+niv%C3%A5
Apo,Apotekteknikk+uspesifisert+videreg%C3%A5ende+avsluttende+utdanning
Bar,Barne-+og+ungdomspsykiatri+spesialistutdanning+for+leger
Led,Ledelse+videreutdanning+h%C3%B8yere+niv%C3%A5
Byg,Bygg-+og+anleggsfag+andre+uspesifiserte+forskerutdanning
Fag,Fagskoleutdanning+boreriggoperat%C3%B8r+ett%C3%A5rig
%C3%98ko,%C3%98konomiske+og+administrative+fag+andre+uspesifiserte+videreg%C3%A5ende+avsluttende+utdanning
H%C3%B8g,H%C3%B8gskolekandidat+folkekunst+to%C3%A5rig
Mas,Master+teknologi+kjemi-+og+bioteknologi+to%C3%A5rig
Fag,Fagskoleutdanning+teknisk+design+med+DAK+ett%C3%A5rig
Ph.,Ph.d.-program+informatikk
H%C3%B8g,H%C3%B8gskolekandidat+merkantil+fransk+og+internasjonal+handel+to%C3%A5rig
Fys,Fysiske+og+kjemiske+fag+andre+uspesifiserte+lavere+niv%C3%A5
Fag,Fagskoleutdanning+kunstfag+to%C3%A5rig
Mag,Mag.art.-utdanning+estetiske+fag
Bac,Bachelor+oversetting+og+fagspr%C3%A5k+tysk+tre%C3%A5rig
Nyg,Nygresk+lavere+niv%C3%A5
Med,Medisin+andre+uspesifiserte+p%C3%A5bygging+til+videreg%C3%A5ende+utdanning
Utd,Utdanning+i+utmarksfag
Bot,Botaniske+fag+uspesifiserte+forskerutdanning
Gar,Gartneri+og+hagebruk+andre+uspesifiserte+p%C3%A5bygging+til+videreg%C3%A5ende+utdanning
Tre,Trelastfag+VK+I
Fag,Fagl%C3%A6rerutdanning+tre+metall+og+keramikk+2.+avd.
Bac,Bachelor+billedkunst+tre%C3%A5rig
Bac,Bachelor+kost%C3%B8konomi+tre%C3%A5rig
H%C3%B8g,H%C3%B8gskolekandidat+akvatisk+biologi+tre%C3%A5rig
Ph.,Ph.d.-program+odontologi
Tsj,Tsjekkisk+lavere+niv%C3%A5
Kun,Kunsthistorie+uspesifisert+forskerutdanning
Vid,Videreutdanning+for+sosialsektoren+sosialt+arbeid+og+NAV+(Arbeids-+og+velferdsforvaltningen)
Mas,Master+of+Arts+education+in+science+society+and+technology+(ESST)
Pol,Politiaspirantutdanning
Bac,Bachelor+restaurantledelse+tre%C3%A5rig
Hov,Hovedfagskandidat+merkantil+tysk
Kon,Kontorfag+andre+uspesifiserte+videreg%C3%A5ende+grunnutdanning
Inf,Informasjons-+og+datateknologi+andre+uspesifiserte+p%C3%A5bygging+til+videreg%C3%A5ende+utdanning
L%C3%A6r,L%C3%A6rerutdanning+og+utdanning+i+pedagogikk+annen+uspesifisert+videreg%C3%A5ende+grunnutdanning
L%C3%A6r,L%C3%A6rerutdanning+og+utdanning+i+pedagogikk+annen+uspesifisert+videreg%C3%A5ende+avsluttende+utdanning
Can,Cand.philol.-utdanning+arabisk
Mas,Master+norskdidaktikk+to%C3%A5rig
Mas,Master+of+Philosophy+spansk+og+Latin-Amerikakunnskap
Can,Cand.agric.-utdanning+landbruksteknikk
Ark,Arktisk+teknikk+lavere+niv%C3%A5
Mag,Mag.art.-utdanning+samfunns%C3%B8konomi
Fag,Fagskoleutdanning+mote+-+design+og+modellisme+to%C3%A5rig
Fag,Fagskoleutdanning+kunst+og+design+ett%C3%A5rig
Fag,Fagl%C3%A6rerutdanning+praktiske+transportfag+halv%C3%A5rig
Can,Cand.san.-utdanning+fysioterapi
Fag,Fagskoleutdanning+akvakultur+to%C3%A5rig
Odo,Odontologi+uspesifisert+p%C3%A5bygging+til+videreg%C3%A5ende+utdanning
Kon,Kontorfag+andre+uspesifiserte+h%C3%B8yere+niv%C3%A5
Dr.,Dr.agric.-utdanning+jordbruksfag
Mas,Master+id̩historie+to%C3%A5rig
All,Allmennl%C3%A6rerutdanning+for+f%C3%B8rskolel%C3%A6rere+to%C3%A5rig+p%C3%A5bygging
Hel,Helseservicefag+uspesifiserte+lavere+niv%C3%A5
Hov,Hovedfagskandidat+fransk
Kri,Kristendom+og+annen+religionsutdanning+uspesifisert+h%C3%B8yere+niv%C3%A5
Var,Varmeforsinkerfaget+VK+II
Des,Designkandidat+kl%C3%A6r+og+kostymer+hovedfag
Bot,Botaniske+fag+uspesifiserte+p%C3%A5bygging+til+videreg%C3%A5ende+utdanning
Sos,Sosialantropologiske+fag+uspesifiserte+p%C3%A5bygging+til+videreg%C3%A5ende+utdanning
N%C3%A6r,N%C3%A6ringsmiddelproduksjon+uspesifisert+p%C3%A5bygging+til+videreg%C3%A5ende+utdanning
Fag,Fagskoleutdanning+salgsledelse+halv%C3%A5rig
Fag,Fagskoleutdanning+utviklingshemning+og+aldring+ett%C3%A5rig
Bac,Bachelor+fagl%C3%A6rerutdanning+realfag+tre%C3%A5rig
Vid,Videreutdanning+for+helse-+og+sosialsektoren+tverrfaglig+videreutdanning+i+kommunehelsetjenesten
Fag,Fagskoleutdanning+praktisk+innovasjonsledelse+to%C3%A5rig
Ark,Arkeologi+uspesifisert+forskerutdanning
Mas,Master+flerkulturelt+forebyggende+arbeid+med+barn+og+unge+to%C3%A5rig
Mas,Master+akvatisk+%C3%B8kologi+studieretning+marin+%C3%B8kologi+to%C3%A5rig
Hov,Hovedfagskandidat+fysikk
Kul,Kulturutdanning+uspesifisert+forskerutdanning
Mas,Master+funksjonshemming+og+samfunn+to%C3%A5rig
Fag,Fagskoleutdanning+kart-+og+oppm%C3%A5lingsfag+to%C3%A5rig
Mas,Master+barnevern+to%C3%A5rig
Ort,Ortopedisk+kirurgi+spesialistutdanning+for+leger
Arb,Arbeidsmedisin+(yrkesmedisin)+spesialistutdanning+for+leger
Ph.,Ph.d.-program+historie
Ph.,Ph.d.-program+organisasjon+og+ledelse
Fag,Fagskoleutdanning+transportadministator+halv%C3%A5rig
Dr.,Dr.philos.-utdanning+psykologi
Dr.,Dr.scient.-utdanning+geologi
Can,Cand.musicae.-utdanning+musikkpedagogikk
Sos,Sosialantropologiske+fag+uspesifiserte+h%C3%B8yere+niv%C3%A5
Mas,Master+lektorutdanning+for+trinn+8-13+kultur-+og+samfunnsfag+fem%C3%A5rig
Fag,Fagskoleutdanning+fotografi+ett%C3%A5rig
Jou,Journalistikk+uspesifisert+lavere+niv%C3%A5
Fag,Fagskoleutdanning+maskinoffiser+p%C3%A5+operativt+niv%C3%A5+ett%C3%A5rig
Hav,Havbruk+tre%C3%A5rig
Mar,Maritime+navigasjonsfag+uspesifiserte+lavere+niv%C3%A5
Sam,Samferdsel+tjenesteyting+og+sikkerhet+l%C3%A6rerutdanning+uspesifisert+lavere+niv%C3%A5
Mas,Master+nevrovitenskap+to%C3%A5rig
Mas,Master+samfunnsplanlegging+og+kulturforst%C3%A5else+to%C3%A5rig
Ker,Keramikerutdanning+videreg%C3%A5ende+avsluttende+utdanning
Mas,Master+of+Philosophy+comparative+and+international+education
And,Andre+servicefag+andre+uspesifisert+utdanningsgruppe+p%C3%A5bygging+til+videreg%C3%A5ende+utdanning
Jor,Jordmorutdanning+to%C3%A5rig
Mas,Master+biologisk+kjemi+fem%C3%A5rig
G%C3%A6l,G%C3%A6lisk+lavere+niv%C3%A5
Bar,Barne-+og+ungdomsarbeiderfag+Vg2+grunnkompetanse
Mas,Master+klinisk+fysioterapi+to%C3%A5rig
Mas,Master+medieproduksjon+to%C3%A5rig
Mas,Master+matematiske+fag+to%C3%A5rig
Fag,Fagskoleutdanning+3D+design+ett%C3%A5rig
